container_id,album_title,unique_users,consumption_time,avg_time_per_user,score_poplite,score_hidden_gem,genres,epochs,is_atmos
28948388271,Mozart: Piano Concertos Nos. 25 & 27,67,52.99444444,0.7909618573134328,2.262946265649799,0.0966313706150132,Concerto,Classical,True
28947920748,Meditation,66,88.64166667,1.3430555556060606,3.828070801033298,0.1653187108076261,Song | Choral Music | Opera,Romantic,False
28947795681,Chopin: The Nocturnes,66,87.42777778,1.3246632996969696,3.775647907939385,0.1630547806053026,Solo Instrumental,Romantic,False
28948353347,Silver Age,66,35.64722222,0.5401094275757576,1.5394576348202975,0.0664828747322939,Solo Instrumental | Concerto,,True
28943901727,"Strauss, R.: An Alpine Symphony Op.64",66,33.0,0.5,1.4251349413858991,0.0615457454896663,Orchestral,20th Century,True
28948670307,Boulez A-Z: Berg - Birtwistle,65,44.82777778,0.6896581196923076,1.9582232060770173,0.0855415618333279,Opera | Orchestral,Romantic,False
602448796738,Paganini: 24 Caprices,65,23.10555556,0.3554700855384615,1.009325853914632,0.0440906377141663,Solo Instrumental,,False
28948675326,ITALY - EP,65,8.186111111,0.1259401709384615,0.3575959714924133,0.0156209556764716,Song,,True
28947987857,Home For Christmas,64,33.99722222,0.5312065971875,1.502479148329248,0.0664008246484375,Song,,False
28948375363,Across The Stars (Deluxe Edition),63,20.16388889,0.3200617284126984,0.90171414739843,0.0403239875033093,Orchestral,,True
28947856979,Rachmaninov: Symphony No.2; Vocalise,62,134.1111111,2.163082437096774,6.069752651466827,0.2747117442231719,Orchestral,20th Century,False
28948355648,Adagietto,62,31.26388889,0.5042562724193549,1.4149765140916934,0.0640406106379007,Solo Instrumental | Opera,Romantic | 20th Century,False
28948352494,"J.S. Bach: Goldberg Variations, BWV 988",62,29.76944444,0.4801523296774194,1.3473392535511133,0.0609794068484696,Solo Instrumental,,False
28948662609,Études Mélodiques (Deluxe),62,29.50555556,0.4758960574193548,1.3353958715603529,0.060438859731148,Solo Instrumental,Contemporary,True
28948605347,Amata dalle tenebre,62,21.98055556,0.3545250896774193,0.9948208936360377,0.0450247314137861,Opera,Romantic | 20th Century,True
602465210477,Ashes to Gold,62,20.44444444,0.3297491038709678,0.9252978357246364,0.0418781780698119,,,False
4009350034020,Kinderlieder zum Mitsingen (LIEDERPROJEKT),62,5.966666667,0.0962365591451613,0.270046161912993,0.0122220552334968,,,False
28948352258,"Shostakovich: Symphonies Nos. 4 & 11 ""The Year 1905"" (Live)",61,86.52777778,1.4184881603278687,3.9642238858809153,0.1816187982701338,Orchestral,Romantic,True
28947753254,Chopin / Rachmaninov: Piano Sonatas,61,36.39722222,0.5966757740983607,1.6675192800061718,0.0763965044470995,Solo Instrumental,Romantic | 20th Century,False
28948757619,A Monk's Life,61,25.10277778,0.4115209472131148,1.1500703453918832,0.0526898581081971,Choral Music,Renaissance,True
28948679805,Dénes Várjon plays Béla Bartók,61,23.03888889,0.3776867031147541,1.0555143791408537,0.0483578270589551,Solo Instrumental,20th Century,False
28948649693,"Shostakovich: Symphonies Nos. 2, 3, 12 & 13",60,38.44166667,0.6406944444999999,1.7831536661228813,0.082713297118537,Orchestral,20th Century,True
28947569244,Opera Proibita,60,30.98611111,0.5164351851666666,1.4373205537367366,0.0666714957182014,Song,,False
28948600250,Beethoven: Piano Concerto No. 2,60,25.96111111,0.4326851851666667,1.204231097725711,0.055859417210039,Concerto,Classical,False
28947953531,Rachmaninov: Piano Concerto No. 2; Paganini Rhapsody (Live),60,18.86388889,0.3143981481666666,0.8750196218154292,0.0405886263975983,Orchestral,20th Century,False
28947464129,"Bach: Complete Sonatas, Partitas & Suties for Violin, Cello & Guitar",59,61.21111111,1.0374764594915251,2.8753535603320777,0.1350679304294425,Solo Instrumental,Baroque,False
28947953593,Vivaldi: The Four Seasons (Live),59,28.79722222,0.4880885122033898,1.352731455718073,0.0635437118660098,Concerto | Chamber Music,Baroque,True
602475342960,Watersong,59,18.76388889,0.3180320150847457,0.8814219142106506,0.04140424170092,,,False
28948659852,Ivry Gitlis in Verbier (Live),59,10.18611111,0.1726459510169491,0.4784861819195399,0.0224765883481452,Chamber Music,20th Century,False
28947960577,"Bach, J.S.: Cello Suites, BWV 1007-1012",58,44.15555556,0.7613026820689656,2.10094342736467,0.0999639395090153,Solo Instrumental,Baroque,False
28947963578,Wagner: Das Rheingold,58,34.075,0.5875,1.621305549879738,0.077142529305087,Opera,,False
28942328723,Mozart: Piano Concerto No. 23 K. 488; Piano Sonata K. 333,58,27.61666667,0.4761494253448276,1.314014818525305,0.0625214825502361,Concerto | Solo Instrumental,Classical,False
28947771586,Tchaikovsky: Piano Concerto No.1; Variations on a Rococo Theme,58,17.58611111,0.3032088122413793,0.836755966058539,0.0398132675470489,Chamber Music,Romantic,False
4009350035003,Wiegenlieder zum Mitsingen (LIEDERPROJEKT),58,13.40833333,0.2311781608620689,0.6379752088794267,0.0303551796578694,Song,,False
28948624935,Spirits,57,41.68888889,0.7313840156140351,2.009621084140185,0.0968741794120954,Chamber Music,Romantic | 20th Century,True
28948360888,None but the Lonely Heart,57,34.33611111,0.6023879142105263,1.655178985846942,0.0797882283876763,Concerto,Romantic,False
28947493020,Brahms: Complete Symphonies; Orchestral Works; Concertos (5 CDs),56,69.10555556,1.234027777857143,3.375762951000907,0.1649038982322647,Orchestral,Romantic,False
28946360422,"Bach, J.S.: Toccata BWV 911; Partita No. 2; English Suite No. 2",56,31.68333333,0.5657738094642857,1.5477109177823414,0.0756047054794741,Solo Instrumental,Baroque,False
28948635207,Trifonov Plays Chamber Music (Live),56,29.88611111,0.5336805555357144,1.4599177420263922,0.0713160640284938,Chamber Music,,False
28948624546,"Lieder (Berg, Schumann, Wolf, Shostakovich, Brahms)",56,29.34166667,0.5239583333928571,1.4333219733571902,0.0700168774464695,Song,Romantic,True
28948707119,Tchaikovsky: Violin Concerto,56,26.43611111,0.4720734126785714,1.2913874106141612,0.0630834632731557,Concerto | Orchestral,Romantic,False
28948638581,"Gershwin: Rhapsody in Blue; Prelude for Piano No. 2 / Bernstein: Symphonic Dances From ""West Side Story""",56,23.84444444,0.4257936507142857,1.1647861228445575,0.0568990699441625,Orchestral,20th Century,True
28946364123,Mendelssohn / Bruch: Violin Concertos,55,61.24722222,1.1135858585454546,3.032594755356849,0.1501558865344713,Concerto,Romantic,False
28948612819,"Mahler: Symphony No.1 (Live from Walt Disney Concert Hall, Los Angeles / 2009)",55,60.80277778,1.1055050505454544,3.0105885348469603,0.1490662706060329,Orchestral,Romantic,True
28947959816,Early Recordings,55,29.66666667,0.5393939394545455,1.4689152338893103,0.0727318639587521,Solo Instrumental,20th Century | Classical,False
28946364925,Mozart: Piano Concerto K. 466 / Beethoven: Piano Concerto No. 3; Rondo WoO. 6,55,28.23611111,0.5133838383636363,1.3980827106947165,0.0692246626431229,Concerto,Classical,False
28948663156,Weinberg: The Passenger,55,12.01388889,0.2184343434545454,0.5948556541615174,0.0294536808628606,Opera,20th Century,True
28947954477,Mahler: 10 Symphonien,54,103.6055556,1.9186214,5.201010423626177,0.2610913021991279,Orchestral,Romantic | 20th Century,False
28946314326,Beethoven: The String Quartets,54,47.34722222,0.8768004114814815,2.376835825741809,0.1193174230217755,Chamber Music,Classical,False
28943995320,"Mahler: Symphony No. 2 ""Resurrection""",54,37.54444444,0.6952674896296296,1.8847352900223608,0.0946139213521326,Orchestral,Romantic,False
28948398980,Christmas with Hope,54,12.60833333,0.2334876542592592,0.6329397366204882,0.03177364523192,Chamber Music | Concerto,,False
28945606125,Schubert: The Complete Impromptus/Moments Musicaux (2 CDs),53,107.2,2.0226415094339623,5.457426346244279,0.2778311784018766,Solo Instrumental,Romantic,False
28947949107,"Beethoven: Piano Sonatas, Rondo, Andante favori, Für Elise",53,30.94444444,0.5838574422641509,1.5753453951189205,0.0801989875350429,Solo Instrumental,Classical,True
28947963653,"Strauss, R.: Four Last Songs; Orchestral Works",53,24.66944444,0.4654612158490566,1.2558925003177746,0.0639360151052688,Song | Chamber Music,20th Century,True
602448795892,"Bach: Cantatas 54, 82 & 170 ""Widerstehe"", ""Ich habe genug"" & ""Vergnügte Ruh""",53,22.11666667,0.4172955975471698,1.1259335762682905,0.0573199586123844,Song,,False
28948658473,Mahler: Symphony No. 9 (Live),53,17.68888889,0.3337526205660377,0.9005205994782997,0.0458444481803037,Orchestral,Classical,False
28948660704,Avi Avital: The Verbier Recital (Live),53,13.84166667,0.2611635220754717,0.7046630257536317,0.0358735686751126,Solo Instrumental,Contemporary,False
28948362820,"The Berlin Recital (Live at Philharmonie, Berlin / 2018)",52,23.70277778,0.4558226496153846,1.2240431763259687,0.0632112282963894,Solo Instrumental,,False
28948229772,The Christmas Album,52,19.77777778,0.3803418803846154,1.0213509217863648,0.0527439289205047,Orchestral | Chamber Music | Choral Music,Baroque | 20th Century,True
28943051323,Cecilia Bartoli – Mozart Arias,52,16.97777778,0.3264957265384615,0.8767551733249913,0.0452768108943958,Opera,Classical,False
28948640577,Abbado A-Z: Schoenberg – Schubert,51,82.1,1.6098039215686273,4.301951650393118,0.2254176370562737,Orchestral | Song,20th Century | Romantic,True
28948644742,The Symphonies: A Beethoven Journey,51,52.61388889,1.0316448801960785,2.756911158878632,0.1444591779528031,Orchestral,Classical,False
28948630745,Soirée de Vienne,51,44.84166667,0.8792483660784314,2.3496550784090693,0.1231193975933796,Solo Instrumental,Romantic,True
28947759515,"Mozart: Violin Sonatas K.301, 304, 376 & 526",51,36.58333333,0.717320261372549,1.9169272983663224,0.1004449275869747,Chamber Music,Classical,False
28944890822,J.S. Bach: Italian Concerto; 4 Duets; French Overture etc.,51,19.93611111,0.3909041394117646,1.0446307684785028,0.0547375281182402,Solo Instrumental,Baroque,False
28948398225,Reflections Pt. 4 / Debussy: Pour le piano,51,10.52222222,0.206318082745098,0.5513531211343744,0.0288903102242803,Solo Instrumental,,False
28947963691,Mendelssohn: Symphonies Nos. 3 & 4,50,55.40555556,1.1081111112000002,2.9466313880270563,0.1567105762075361,Orchestral,Romantic,False
28948675463,Fischer-Dieskau Lieder A-Z: Weber – Zemlinsky (Complete Lieder Recordings on DG & Decca),50,40.30833333,0.8061666666,2.143716437616299,0.1140091833438829,Song,Romantic,False
28948652037,Bernstein: Haydn - Liszt,50,38.99444444,0.7798888888000001,2.073839938689013,0.1102929443685042,Choral Music | Orchestral,Classical,False
28948621811,Tchaikovsky: The Nutcracker,50,23.6,0.472,1.2551178316790177,0.0667508801440101,Orchestral,Romantic,True
28948661725,Karajan A-Z: Offenbach - Ponchielli,50,14.51111111,0.2902222222,0.7717438267642583,0.0410436202737297,Orchestral,Baroque | Romantic,False
28947793373,Pergolesi: Stabat Mater - A tribute to Pergolesi,50,12.54444444,0.2508888888,0.6671506739470637,0.0354810469189675,Song,Baroque,True
28947781295,Gulda Plays Bach,49,64.26388889,1.3115079365306124,3.469923842547484,0.1873582766472303,Solo Instrumental,Baroque,False
